Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_kr_magazines_545x39_rpk16_drum_dsc,"95-round magazine manufactured by Izhmash, chambered for 5.45x39 for RPK-16 and compatibles.","95-round magazine manufactured by Izhmash, chambered for 5.45x39 for RPK-16 and compatibles.","Zásobník na 95 ran vyrobený společností Izhmash, komorovaný na 5,45x39 pro RPK-16 a kompatibilní.","95-Schuss-Magazin, hergestellt von Izhmash, mit einer Kammer für 5,45 x 39 für RPK-16 und kompatible Modelle.","95-ти зарядный магазин производства Ижмаш, под патрон 5.45x39 для РПК-16 и совместимых.","Magazynek 95-nabojowy produkcji Izhmash, pod nabój 5,45x39 do RPK-16 i kompatybilnych.","Az Izhmash által gyártott 95 körös tár, 5,45x39 méretű RPK-16-hoz és kompatibilis.","Caricatore da 95 colpi prodotto da Izhmash, camerato per 5,45x39 per RPK-16 e compatibili.","Cargador de 95 balas fabricado por Izhmash, con recámara de 5,45x39 para RPK-16 y compatibles.","Chargeur de 95 coups fabriqué par Izhmash, chambré pour 5,45x39 pour RPK-16 et compatibles.",Izhmash 制造的 95 发弹匣，弹匣容量为 5.45x39，适用于 RPK-16 及兼容机。,Izhmash 製の 95 発マガジン、RPK-16 および互換品用の 5.45x39 用チャンバー付き。,"Carregador de 95 cartuchos fabricado pela Izhmash, compartimentado para 5,45x39 para RPK-16 e compatíveis.",Izhmash 制造的 95 发弹匣，弹匣容量为 5.45x39，适用于 RPK-16 及兼容机。,
STR_kr_magazines_545x39_saiga_545,Saiga 5.45x39 10 Rnd,Saiga 5.45x39 10 Rnd,"Saiga 5,45x39 10 Rnd","Saiga 5,45x39 10 Rnd",Сайга 5.45x39 10 Пт,"Saiga 5,45x39 10 szt","Saiga 5,45x39 10 Rnd",Saiga 5.45x39 10 Rnd,Saiga 5.45x39 10 Vueltas,Saiga 5.45x39 10 tours,赛加羚羊 5.45x39 10 轮,サイガ 5.45x39 10 ラウンド,"Saiga 5,45x39 10 voltas",赛加羚羊 5.45x39 10 轮,
STR_kr_magazines_545x39_saiga_545_dsc,"10-round polymer magazine Izhmash Saiga 545, for the AK-based civilian carbine of the same name, chambered for 5.45x39.","10-round polymer magazine Izhmash Saiga 545, for the AK-based civilian carbine of the same name, chambered for 5.45x39.","10ranný polymerový zásobník Izhmash Saiga 545, pro stejnojmennou civilní karabinu na bázi AK, komorovaný pro 5,45x39.","10-Schuss-Polymermagazin Izhmash Saiga 545 für den gleichnamigen zivilen AK-Karabiner mit einer Kammer von 5,45 x 39.","10-ти зарядный полимерный магазин Ижмаш Сайга 545, для одноимённого гражданского карабина на базе АК, под патрон 5.45x39.","10-nabojowy magazynek polimerowy Izhmash Saiga 545, do cywilnego karabinka AK o tej samej nazwie, z komorą 5,45x39.","10 körös polimer magazin Izhmash Saiga 545, az azonos nevű, AK-alapú polgári karabélyhoz, 5,45x39-es kamrával.","Caricatore in polimero da 10 colpi Izhmash Saiga 545, per l'omonima carabina civile basata su AK, camerato per 5,45x39.","Cargador de polímero de 10 balas Izhmash Saiga 545, para la carabina civil del mismo nombre basada en AK, con recámara de 5,45x39.","Chargeur polymère à 10 coups Izhmash Saiga 545, pour la carabine civile basée sur AK du même nom, chambrée pour 5,45x39.",10 发聚合物弹匣 Izhmash Saiga 545，适用于基于 AK 的同名民用卡宾枪，弹匣容量为 5.45x39。,10 ラウンド ポリマー マガジン Izhmash Saiga 545、同名の AK ベースの民間カービン用、5.45x39 用のチャンバー。,"Carregador de polímero de 10 cartuchos Izhmash Saiga 545, para a carabina civil de mesmo nome baseada em AK, compartimentado para 5,45x39.",10 发聚合物弹匣 Izhmash Saiga 545，适用于基于 AK 的同名民用卡宾枪，弹匣容量为 5.45x39。,
STR_kr_magazines_762x39_sawed_off_10Rnd,AK 7.62x39 10 Rnd,AK 7.62x39 10 Rnd,"AK 7,62x39 10 Rnd","AK 7,62x39 10 Rnd",AK 7.62x39 10 Пт,"AK 7,62x39 10 Rnd","AK 7,62x39 10 Rnd","AK 7,62x39 10 Rnd",AK 7.62x39 10 vueltas,"AK 7,62x39 10 tours",AK 7.62x39 10 轮,AK 7.62x39 10 ラウンド,"AK 7,62x39 10 voltas",AK 7.62x39 10 轮,
STR_kr_magazines_762x39_sawed_off_10Rnd_dsc,"Magazine for AK and compatible systems, manufactured by sawing off a military magazine to comply with the Russian Federation laws for use with civilian weapons.","Magazine for AK and compatible systems, manufactured by sawing off a military magazine to comply with the Russian Federation laws for use with civilian weapons.","Zásobník pro AK a kompatibilní systémy, vyrobený odříznutím vojenského zásobníku v souladu se zákony Ruské federace pro použití s ​​civilními zbraněmi.","Magazin für AK und kompatible Systeme, hergestellt durch Absägen eines Militärmagazins, um den Gesetzen der Russischen Föderation für die Verwendung mit zivilen Waffen zu entsprechen.","Магазин для АК и систем на его базе, изготовлен путем перепила боевого магазина, для соответствия законодательству РФ и применения на гражданском оружии.","Magazynek do AK i systemów kompatybilnych, wyprodukowany poprzez odcięcie magazynka wojskowego w celu spełnienia przepisów Federacji Rosyjskiej dotyczących użycia broni cywilnej.","Magazin AK-hoz és kompatibilis rendszerekhez, egy katonai tár lefűrészelésével készült, hogy megfeleljen az Orosz Föderáció polgári fegyverekkel kapcsolatos törvényeinek.","Caricatore per AK e sistemi compatibili, realizzato segando un caricatore militare per rispettare le leggi della Federazione Russa per l'uso con armi civili.","Cargador para AK y sistemas compatibles, fabricado cortando un cargador militar para cumplir con las leyes de la Federación Rusa para su uso con armas civiles.","Chargeur pour AK et systèmes compatibles, fabriqué en sciant un chargeur militaire pour se conformer aux lois de la Fédération de Russie concernant l'utilisation avec des armes civiles.",用于 AK 和兼容系统的弹匣，通过锯掉军用弹匣制造而成，符合俄罗斯联邦民用武器使用法律。,AK および互換システム用の弾倉。民間武器での使用に関するロシア連邦法に準拠するために軍用弾倉を切り取って製造されました。,"Carregador para AK e sistemas compatíveis, fabricado ao serrar um carregador militar para cumprir as leis da Federação Russa para uso com armas civis.",用于 AK 和兼容系统的弹匣，通过锯掉军用弹匣制造而成，符合俄罗斯联邦民用武器使用法律。,
STR_kr_magazines_762x39_6L10_30Rnd,6L10 7.62x39 30 Rnd,6L10 7.62x39 30 Rnd,"6L10 7,62x39 30 Rnd","6L10 7,62x39 30 Rnd",6Л10 7.62x39 30 Пт,"6L10 7,62x39 30 Rnd","6L10 7,62x39 30 Rnd","6L10 7,62x39 30 Rnd",6L10 7.62x39 30 Vueltas,6L10 7.62x39 30 tours,6L10 7.62x39 30 轮,6L10 7.62x39 30 ラウンド,"6L10 7,62x39 30 voltas",6L10 7.62x39 30 轮,
STR_kr_magazines_762x39_6L10_30Rnd_dsc,"30-round 6L10 magazine made with AG-4S moulding compound, for 7.62x39 AK and compatibles. ","30-round 6L10 magazine made with AG-4S moulding compound, for 7.62x39 AK and compatibles. ","30ranný zásobník 6L10 vyrobený z lisovací hmoty AG-4S, pro 7,62x39 AK a kompatibilní. ","30-Schuss-6L10-Magazin aus AG-4S-Formmasse für 7,62 x 39 AK und kompatible Modelle. ","30-ти зарядный магазин 6Л10 из прессматериала АГ-4С, под патрон 7.62x39 для АК и совместимых. ","30-nabojowy magazynek 6L10 wykonany z masy formierskiej AG-4S, do 7,62x39 AK i kompatybilnych. ","30 körös 6L10 tár AG-4S formázómasszával, 7,62x39 AK-hoz és kompatibilis. ","Caricatore da 30 colpi 6L10 realizzato con pasta da stampaggio AG-4S, per 7,62x39 AK e compatibili. ","Cargador 6L10 de 30 balas fabricado con compuesto de moldeo AG-4S, para AK 7,62x39 y compatibles. ","Chargeur 6L10 de 30 coups fabriqué avec du composé de moulage AG-4S, pour 7,62x39 AK et compatibles. ",30 发 6L10 弹匣，采用 AG-4S 模塑料制成，适用于 7.62x39 AK 及兼容型号。 ,AG-4S 成形材料で作られた 30 発の 6L10 マガジン、7.62x39 AK および互換品用。 ,"Carregador 6L10 de 30 cartuchos feito com composto de moldagem AG-4S, para AK 7,62x39 e compatíveis. ",30 发 6L10 弹匣，采用 AG-4S 模塑料制成，适用于 7.62x39 AK 及兼容型号。 ,
STR_kr_magazines_762x39_ak103_std_30Rnd,AK-103 7.62x39 30 Rnd,AK-103 7.62x39 30 Rnd,"AK-103 7,62x39 30 Rnd","AK-103 7,62x39 30 Rnd",AK-103 7.62x39 30 Пт,"AK-103 7,62x39 30 Rnd","AK-103 7,62x39 30 Rnd","AK-103 7,62x39 30 Rnd",AK-103 7.62x39 30 vueltas,"AK-103 7,62x39 30 tours",AK-103 7.62x39 30 轮,AK-103 7.62x39 30 ラウンド,"AK-103 7,62x39 30 voltas",AK-103 7.62x39 30 轮,
STR_kr_magazines_762x39_ak103_std_30Rnd_dsc,30-round 7.62x39 magazine for AK-103 and compatible weapons.,30-round 7.62x39 magazine for AK-103 and compatible weapons.,"30ranný zásobník 7,62x39 pro AK-103 a kompatibilní zbraně.","30-Schuss-Magazin 7,62 x 39 für AK-103 und kompatible Waffen.","30-ти зарядный бакелитовый магазин Ижмаш, под патрон 7.62x39 для АК-103 и совместимых. ","30-nabojowy magazynek 7,62x39 do AK-103 i kompatybilnej broni.","30 golyós 7,62x39-es tár AK-103-hoz és kompatibilis fegyverekhez.","Caricatore da 30 colpi 7,62x39 per AK-103 e armi compatibili.","Cargador de 30 balas de 7,62x39 para AK-103 y armas compatibles.","Chargeur 30 coups 7,62x39 pour AK-103 et armes compatibles.",30 发 7.62x39 弹匣，适用于 AK-103 和兼容武器。,AK-103 および互換武器用の 30 発 7.62x39 マガジン。,"Carregador de 30 cartuchos 7,62x39 para AK-103 e armas compatíveis.",30 发 7.62x39 弹匣，适用于 AK-103 和兼容武器。,
STR_kr_magazines_762x39_akms_aluminium_30Rnd,AKMS 7.62x39 30 Rnd,AKMS 7.62x39 30 Rnd,"AKMS 7,62x39 30 Rnd","AKMS 7,62x39 30 Rnd",АКМС 7.62x39 30,"AKMS 7,62x39 30 Rnd","AKMS 7,62x39 30 Rnd",AKMS 7.62x39 30 Rnd,AKMS 7.62x39 30 vueltas,"AKMS 7,62x39 30 tours",AKMS 7.62x39 30 轮,AKMS 7.62x39 30 ラウンド,"AKMS 7,62x39 30 voltas",AKMS 7.62x39 30 轮,
STR_kr_magazines_762x39_akms_aluminium_30Rnd_dsc,"30-round aluminum magazine for 7.62x39 AK and compatibles, nicknamed airborne, made of light aluminum alloy and reinforced by additional ribs. Quite a rarity, as it was never in mass production. ","30-round aluminum magazine for 7.62x39 AK and compatibles, nicknamed airborne, made of light aluminum alloy and reinforced by additional ribs. Quite a rarity, as it was never in mass production. ","30ranný hliníkový zásobník pro 7,62x39 AK a kompatibilní, přezdívaný airborne, vyrobený z lehké hliníkové slitiny a zesílený přídavnými žebry. Docela vzácnost, protože nikdy nebyla v sériové výrobě. ","30-Schuss-Aluminiummagazin für 7,62 x 39 AK und kompatible Modelle, auch Airborne genannt, aus leichter Aluminiumlegierung gefertigt und durch zusätzliche Rippen verstärkt. Eine echte Rarität, da es nie in Massenproduktion hergestellt wurde. ","30-ти зарядный алюминиевый магазин для АК под патрон 7.62x39 для АК и совместимых, называемый десантный, выполненный из легкого алюминиевого сплава и усиленный дополнительными ребрами жесткости. Довольно редкий экземпляр в силу того что в массовое производство так и не пошел.","Aluminiowy magazynek na 30 naboi do 7,62x39 AK i karabinów kompatybilnych, nazywany lotniczo-desantowym, wykonany z lekkiego stopu aluminium i wzmocniony dodatkowymi żebrami. Dość rarytas, gdyż nigdy nie był produkowany masowo. ","30 körös alumínium tár 7,62x39 AK-hoz és kompatibilisekhez, airborne becenévvel, könnyű alumínium ötvözetből és további bordákkal megerősítve. Elég ritkaság, hiszen soha nem volt tömeggyártásban. ","Caricatore in alluminio da 30 colpi per AK 7,62x39 e compatibili, soprannominato airborne, realizzato in lega leggera di alluminio e rinforzato da nervature aggiuntive. Una vera rarità, poiché non è mai stata prodotta in serie. ","Cargador de aluminio de 30 balas para AK 7,62x39 y compatibles, apodado airborne, fabricado en aleación ligera de aluminio y reforzado con nervaduras adicionales. Es toda una rareza, ya que nunca se produjo en masa. ","Chargeur en aluminium de 30 coups pour 7,62x39 AK et compatibles, surnommé aéroporté, en alliage léger d'aluminium et renforcé par des nervures supplémentaires. Assez rare, car il n’a jamais été produit en série. ",30 发铝制弹匣，适用于 7.62x39 AK 及其兼容型号，绰号为“机载”，由轻质铝合金制成，并通过额外的肋骨进行加固。相当罕见，因为它从未大规模生产过。 ,7.62x39 AK およびその互換品用の 30 発アルミニウム製マガジン (空挺とも呼ばれます) は軽量アルミニウム合金製で、追加のリブで強化されています。大量生産されたことがないため、非常に希少です。 ,"Carregador de alumínio de 30 cartuchos para AK 7,62x39 e compatíveis, apelidado de aerotransportado, feito de liga leve de alumínio e reforçado por nervuras adicionais. Uma raridade, pois nunca foi produzido em massa. ",30 发铝制弹匣，适用于 7.62x39 AK 及其兼容型号，绰号为“机载”，由轻质铝合金制成，并通过额外的肋骨进行加固。相当罕见，因为它从未大规模生产过。 ,
STR_kr_magazines_762x39_fab_defense_ultimag_30Rnd,Ultimag 7.62x39 30 Rnd,Ultimag 7.62x39 30 Rnd,"Ultimag 7,62x39 30 Rnd","Ultimag 7,62x39 30 Rnd",Ultimag 7.62x39 30 Пт,"Ultimag 7,62x39 30 Rnd","Ultimag 7,62x39 30 Rnd",Ultimag 7.62x39 30 Rnd,Ultimag 7.62x39 30 vueltas,Ultimag 7.62x39 30 tours,Ultimag 7.62x39 30 轮,アルティマグ 7.62x39 30 ラウンド,"Ultimag 7,62x39 30 voltas",Ultimag 7.62x39 30 轮,
STR_kr_magazines_762x39_fab_defense_ultimag_30Rnd_dsc,"A 30-round windowed polymer magazine for 7.62x39 AKs and compatible weapons, manufactured by FAB Defense. Can also be supplied with .366 TKM ammo for use with the corresponding caliber AK-compatible weapons. ","A 30-round windowed polymer magazine for 7.62x39 AKs and compatible weapons, manufactured by FAB Defense. Can also be supplied with .366 TKM ammo for use with the corresponding caliber AK-compatible weapons. ","Polymerový zásobník na 30 nábojů pro 7,62x39 AK a kompatibilní zbraně, vyrobený společností FAB Defense. Lze také dodat s municí .366 TKM pro použití s ​​odpovídajícími zbraněmi kompatibilními s AK v ráži. ","Ein 30-Schuss-Polymermagazin mit Fenster für 7,62 x 39 AKs und kompatible Waffen, hergestellt von FAB Defense. Kann auch mit .366 TKM-Munition zur Verwendung mit AK-kompatiblen Waffen des entsprechenden Kalibers geliefert werden. ",30-ти зарядный магазин для АК под патрон 7.62x39 для АК и совместимых,"Polimerowy magazynek z okienkiem na 30 nabojów do AK 7,62x39 i kompatybilnej broni, wyprodukowany przez firmę FAB Defense. Może być również dostarczony z amunicją .366 TKM do użytku z bronią kompatybilną z odpowiednim kalibrem AK. ","A FAB Defense által gyártott 30 körös, ablakos polimer tár 7,62x39 AK-hoz és kompatibilis fegyverekhez. .366 TKM lőszerrel is szállítható a megfelelő kaliberű AK-kompatibilis fegyverekhez. ","Un caricatore in polimero con finestra da 30 colpi per AK 7,62x39 e armi compatibili, prodotto da FAB Defense. Può anche essere fornito con munizioni .366 TKM da utilizzare con le armi compatibili con il calibro AK corrispondente. ","Un cargador de polímero con ventana de 30 balas para AK 7,62x39 y armas compatibles, fabricado por FAB Defense. También se puede suministrar con munición .366 TKM para usar con armas compatibles con AK del calibre correspondiente. ","Un chargeur polymère à fenêtre de 30 cartouches pour 7,62x39 AK et armes compatibles, fabriqué par FAB Defense. Peut également être fourni avec des munitions .366 TKM pour une utilisation avec les armes compatibles AK de calibre correspondant. ",30 发带窗聚合物弹匣，适用于 7.62x39 AK 和兼容武器，由 FAB Defense 制造。还可配备 0.366 TKM 弹药，与相应口径的 AK 兼容武器一起使用。 ,FAB Defense社が製造した、7.62x39 AKおよび互換武器用の30発の窓付きポリマーマガジン。対応する口径の AK 互換武器で使用するために、.366 TKM 弾薬を供給することもできます。 ,"Um carregador de polímero com janela de 30 cartuchos para AKs 7,62x39 e armas compatíveis, fabricado pela FAB Defense. Também pode ser fornecido com munição .366 TKM para uso com armas compatíveis com AK de calibre correspondente. ",30 发带窗聚合物弹匣，适用于 7.62x39 AK 和兼容武器，由 FAB Defense 制造。还可配备 0.366 TKM 弹药，与相应口径的 AK 兼容武器一起使用。 ,
STR_kr_magazines_762x39_magpul_pmag_30Rnd,PMAG 7.62x39 30 Rnd,PMAG 7.62x39 30 Rnd,"PMAG 7,62 x 39 30 Rnd","PMAG 7,62x39 30 Rnd",PMAG 7.62x39 30 Пт,"PMAG 7,62x39 30 Rnd","PMAG 7,62x39 30 Rnd","PMAG 7,62x39 30 Rnd",PMAG 7.62x39 30 Vueltas,"PMAG 7,62x39 30 tours",PMAG 7.62x39 30 轮,PMAG 7.62x39 30 ラウンド,"PMAG 7,62x39 30 voltas",PMAG 7.62x39 30 轮,
STR_kr_magazines_762x39_magpul_pmag_30Rnd_dsc,A 30-round polymer Magpul Pmag 30 AK/AKM GEN M3 magazine for 7.62x39 AK and compatible weapons. Can also be supplied with .366 TKM ammo for use with the corresponding caliber AK-compatible weapons.,A 30-round polymer Magpul Pmag 30 AK/AKM GEN M3 magazine for 7.62x39 AK and compatible weapons. Can also be supplied with .366 TKM ammo for use with the corresponding caliber AK-compatible weapons.,"Polymerový 30ranný zásobník Magpul Pmag 30 AK/AKM GEN M3 pro 7,62x39 AK a kompatibilní zbraně. Lze také dodat s municí .366 TKM pro použití s ​​odpovídajícími zbraněmi kompatibilními s AK v ráži.","Ein 30-Schuss-Polymer-Magpul Pmag 30 AK/AKM GEN M3-Magazin für 7,62 x 39 AK und kompatible Waffen. Kann auch mit .366 TKM-Munition zur Verwendung mit AK-kompatiblen Waffen des entsprechenden Kalibers geliefert werden.","30-ти зарядный полимерный магазин Magpul Pmag 30 AK/AKM GEN M3, под патрон 7.62x39 для АК и совместимых. ","30-nabojowy polimerowy magazynek Magpul Pmag 30 AK/AKM GEN M3 do 7,62x39 AK i kompatybilnej broni. Może być również dostarczony z amunicją .366 TKM do użytku z bronią kompatybilną z odpowiednim kalibrem AK.","Egy 30 golyós polimer Magpul Pmag 30 AK/AKM GEN M3 tár 7,62x39 AK-hoz és kompatibilis fegyverekhez. .366 TKM lőszerrel is szállítható a megfelelő kaliberű AK-kompatibilis fegyverekhez.","Un caricatore Magpul Pmag 30 AK/AKM GEN M3 in polimero da 30 colpi per 7,62x39 AK e armi compatibili. Può anche essere fornito con munizioni .366 TKM da utilizzare con le armi compatibili con il calibro AK corrispondente.","Un cargador Magpul Pmag 30 AK/AKM GEN M3 de polímero de 30 balas para 7,62x39 AK y armas compatibles. También se puede suministrar con munición .366 TKM para usar con armas compatibles con AK del calibre correspondiente.","Un chargeur polymère Magpul Pmag 30 AK/AKM GEN M3 de 30 cartouches pour 7,62x39 AK et armes compatibles. Peut également être fourni avec des munitions .366 TKM pour une utilisation avec les armes compatibles AK de calibre correspondant.",30 发聚合物 Magpul Pmag 30 AK/AKM GEN M3 弹匣，适用于 7.62x39 AK 和兼容武器。还可配备 0.366 TKM 弹药，与相应口径的 AK 兼容武器一起使用。,7.62x39 AK および互換武器用の 30 発ポリマー Magpul Pmag 30 AK/AKM GEN M3 マガジン。対応する口径の AK 互換武器で使用するために、.366 TKM 弾薬を供給することもできます。,"Um carregador Magpul Pmag 30 AK/AKM GEN M3 de polímero de 30 cartuchos para 7,62x39 AK e armas compatíveis. Também pode ser fornecido com munição .366 TKM para uso com armas compatíveis com AK de calibre correspondente.",30 发聚合物 Magpul Pmag 30 AK/AKM GEN M3 弹匣，适用于 7.62x39 AK 和兼容武器。还可配备 0.366 TKM 弹药，与相应口径的 AK 兼容武器一起使用。,
